kind,address,name,type,owner,other_names,notes
global,DS:2F7C,marker_save_sprite,sprite 2x4,scene_render,,
global,DS:2FAC,dash_handles,far[25],scene_render,,
global,DS:3010,dash_digit_handles,far[12],scene_render,,
global,DS:30E2,gate_prev,u8,scene_render,,
global,DS:30E3,marker_saved,u8,scene_render,,
global,DS:30E4,curve_sum,i16,simulation,,last 8 curves
global,DS:30E6,speed_copy,u16,simulation,,
global,DS:30E8,ENGINE_NOTE,u16[177],simulation,engine_div,slot 0x55 by rpm | divisor per rpm/64
global,DS:324A,DRAG,u8[64],simulation,,index speed_mph/4
global,DS:32AE,noise_div,u16[32],platform,RUMBLE,slot 0x58 values | tone divisors
global,DS:32EE,CURVE_SPEED,u16[16],simulation,,AI speed per |curve|
global,DS:330C,onc_next,u16,simulation,,player index into the oncoming list (x8)
global,DS:330E,same_next,u16,simulation,,player index into the same-direction list (x8)
global,DS:3310,opp_onc_next,u16,simulation,,
global,DS:3312,opp_same_next,u16,simulation,,
global,DS:3314,cop_onc_next,u16,simulation,,
global,DS:3316,cop_same_next,u16,simulation,,
global,DS:3318,opp_vmax,u16,simulation,,8.8 mph
global,DS:331A,cop_vmax,u16,simulation,,8.8 mph
global,DS:331C,opp_penalties,s16,game_flow,opp_crashes,opponent incidents
global,DS:331E,race_time,u16,simulation,,tenths of a second
global,DS:3320,fuel,u16,simulation,,units left
global,DS:3322,road_curve,i16,simulation,,curve*64
global,DS:3324,knob_target_x,u16,simulation,,
global,DS:3326,knob_target_y,u16,simulation,,
global,DS:3328,gear_ratio,u16,simulation,,
global,DS:332A,rpm_display,u16,simulation,,slewed rpm
global,DS:332C,rpm,u16,simulation,,
global,DS:332E,speed_delta,u16,simulation,,written only
global,DS:3332,car_centre,i16,simulation,,x+40
global,DS:3334,car_left,i16,simulation,,x-50
global,DS:3336,car_right,i16,simulation,,x+130
global,DS:3338,YAW_MIN,i16,simulation,,-0x2800
global,DS:333A,YAW_MAX,i16,simulation,,0x2800
global,DS:333C,grip_limit,i16,simulation,,
global,DS:333E,lane_gap,u16[3],simulation,,AI gaps left/right/outer right
global,DS:3344,curve_speed_limit,u16,simulation,,8.8 mph
global,DS:3346,tick_count,u16,simulation,radar_flags,sim | 10 Hz
global,DS:3348,radar_level,u16,scene_render,,sim | 0-5
global,DS:334A,rel_player_opp,i16,simulation,,
global,DS:334C,rel_player_cop,i16,simulation,,
global,DS:334E,rel_opp_cop,i16,simulation,,
global,DS:3350,siren_pitch,u16,simulation,,
global,DS:3352,idle_ticks,u16,simulation,,
global,DS:3354,chase_speed,u16,simulation,,written only
global,DS:3355,ticket_amount,u8,scene_render,,sim
global,DS:3356,final_time,u16,simulation,,
global,DS:3358,final_seconds,u16,simulation,,written only
global,DS:335A,speed_sq,u16,simulation,,
global,DS:335C,siren_dir,i8,simulation,,
global,DS:335D,curve_ring,i8[8],simulation,,
global,DS:3365,knob_anim,u8,simulation,,
global,DS:3366,fire_held,u8,simulation,,
global,DS:3367,shift_latch,u8,simulation,,
global,DS:3368,div_100hz,u8,simulation,,
global,DS:3369,div_10hz,u8,simulation,,
global,DS:336A,sound_frame,u8,simulation,,
global,DS:336B,clock_started,u8,simulation,,
global,DS:336C,throttle,i8,simulation,,
global,DS:336D,steer_in,i8,simulation,,
global,DS:336E,unit_advanced,u8,simulation,,
global,DS:336F,skidding,u8,simulation,,
global,DS:3371,station_zone,u8,simulation,,0/1/2
global,DS:3372,opp_braking,u8,simulation,,
global,DS:3373,cop_braking,u8,simulation,,
global,DS:3374,siren_on,u8,simulation,,
global,DS:3375,opp_crash_timer,u8,simulation,,
global,DS:3376,demo_at_finish,u8,simulation,,
global,DS:3377,opp_at_finish,u8,simulation,,
global,DS:3378,opp_finished,u8,simulation,,
global,DS:3379,opponent_enabled,u8,scene_render,opp_enabled,
global,DS:337A,scenery_density,u8,simulation,,
global,DS:337B,damage_hits,u8,simulation,,
global,DS:337C,ROADSIDE_HALFWIDTH,u8[20],simulation,,
global,DS:3394,GEAR_DELTA,i8[9],simulation,,
global,DS:339D,STEER_DIR,i8[9],simulation,,
global,DS:33A6,THROTTLE_DIR,i8[9],simulation,,
global,DS:33AF,gate_mode,u8,simulation,,
global,DS:33B0,input,u8,simulation,,direction | fire bits
global,DS:33B1,input_bits,u8,simulation,,
global,DS:33B2,grind_timer,u8,simulation,,
global,DS:33B3,overrev_ticks,u8,simulation,,
global,DS:33B4,pass_mode,i8,simulation,,always 0
global,DS:33B5,opp_pass_mode,i8,simulation,,always 0
global,DS:33B6,cop_vs_opp,u8,simulation,,state 0-5
global,DS:33B7,cop_state,u8,simulation,,sim | state 0-8
global,DS:33B8,cop_active,u8,scene_render,,sim
global,DS:33B9,force_meet,u8,simulation,,
global,DS:33BA,cop_force_meet,u8,simulation,,
global,DS:33BB,cop_timer,u8,simulation,,
global,DS:33BC,radar_beep,u8,simulation,,
global,DS:33BD,lookahead_flags,u8,simulation,,
global,DS:33BE,ai_road_byte,u8,simulation,,
global,DS:33BF,gear_broken,u8[7],simulation,,
global,DS:33C6,engine_damage,u8,simulation,,
global,DS:33C8,suspension_damage,u16,simulation,,
global,DS:33CA,steering_health,u16,simulation,,250 at start
global,DS:33CC,alignment,i16,simulation,,
global,DS:33CE,fall_scroll,u16,scene_render,fall_depth,sim
global,DS:33D0,fall_edge_x,i16,simulation,,
global,DS:33D2,fall_speed,u16,simulation,,
global,DS:33D4,fall_mode,u8,simulation,,sim | 1 left; 2 right; 4 sinking
global,DS:33D5,finished,u8,simulation,,last-stage line crossed
global,DS:33D6,HOTKEY_CHARS,u8[5],simulation,,
global,DS:33DC,HOTKEY_JT,u16[5],simulation,,
global,DS:33E6,OBJECT_JT,u16[48],simulation,,
global,DS:3446,COP_STATE_JT,u16[8],simulation,,
global,DS:3456,COP_OPP_JT,u16[5],simulation,,
global,DS:3460,COP_DRIVE_JT,u16[5],simulation,,
global,DS:346A,stage_dat,u8[0x1E5E],game_flow,dat_image stage,unpacked <scn><n>.DAT; starts with scenery archive name | scenery stage DAT | <SCN>n.DAT image; +0 archive name
global,DS:347E,road_records,u8[128*4],simulation,dat_records,"flags, curve, pitch, object"
global,DS:368A,dat_scenery_type,s8[128],scene_render,roadside_type,
global,DS:370A,dat_scenery_offset,s8[128],scene_render,roadside_side,
global,DS:378A,stage_scene_words,u16[10],simulation,,
global,DS:379E,stage_score_k,s16,game_flow,stage_results_words,score factor from stage DAT | game_flow
global,DS:37A0,rating_speed1,s16,game_flow,,mph threshold rating 0
global,DS:37A2,rating_speed2,s16,game_flow,,mph threshold rating 1
global,DS:37A4,rating_speed3,s16,game_flow,,mph threshold rating 2
global,DS:37A6,right_zones,zone[10],simulation,dat_band_table,"{start, end, a, b}"
global,DS:37DD,ROADSIDE_SIDE_BASE,i8[],simulation,,side = [37DD + code] for codes 0x1C-0x2F
global,DS:37F6,median,u8,simulation,dat_wide_left,toggle
global,DS:37F7,toggle_37f7,u8,simulation,dat_tunnel_style,toggle (renderer)
global,DS:37F8,backdrop_off,u8,simulation,dat_no_mountains,toggle (renderer)
global,DS:380D,dat_road_units,u16,scene_render,stage_len,
global,DS:380F,stage_length,s16,game_flow,dat_stage_length finish_unit,1/420 mile
global,DS:3811,stage_end,u16,simulation,,DS address after the 3f40 fix-up
global,DS:3813,oncoming,car[50],simulation,traffic_list_l,"{type, pos, sub, x}"
global,DS:39A3,same_dir,car[50],simulation,traffic_list_r,"{type, pos, sub, x}"
global,DS:3B51,road_bytes,u8[],scene_render,road_stream,
global,DS:52C2,g_tick_id,char[4],platform,,make_tick_id result
global,DS:52C8,player_pos_lo,u16,scene_render,player_sub,
global,DS:52CA,player_pos,u16,simulation,player_pos_hi,DS address
global,DS:52CC,player_lateral,s16,scene_render,player_x,
global,DS:52CE,speed,u16,simulation,,8.8 mph
global,DS:52D0,opp_pos_lo,u16,scene_render,opp_sub,
global,DS:52D2,opp_pos,u16,simulation,opp_pos_hi,0 = none
global,DS:52D4,opp_lateral,s16,scene_render,opp_x,
global,DS:52D6,opp_speed,u16,simulation,,
global,DS:52D8,cop_pos_lo,u16,scene_render,cop_sub,
global,DS:52DA,cop_pos,u16,simulation,cop_pos_hi,0 = none
global,DS:52DC,cop_lateral,s16,scene_render,cop_x,
global,DS:52DE,cop_speed,u16,simulation,,
global,DS:52E0,sign_work,u16[47],scene_render,,"post width, x, then SGN entry copy at 52E4"
global,DS:52E4,sign_rec,u16[0x2D],platform,,working copy of one .SGN record (scene_render)
global,DS:533E,ring_counter,u16,simulation,,scenery ring index
global,DS:5340,stage_len_copy,u16,simulation,,
global,DS:5342,distance_left,s16,scene_render,units_to_finish,
global,DS:5344,heading,u16,simulation,mountain_scroll,1/1024 turn
global,DS:5346,cloud_scroll,u16,scene_render,,
global,DS:5348,view_width,u16,scene_render,,320/80
global,DS:534A,scene_words,u16[5],simulation,col_left,from the DAT
global,DS:534C,col_right,u16,scene_render,,
global,DS:534E,col_shoulder,u16,scene_render,,
global,DS:5350,col_sky,u16,scene_render,,
global,DS:5352,col_far,u16,scene_render,,
global,DS:5354,oncoming_count8,u16,simulation,,
global,DS:5356,same_count8,u16,simulation,,
global,DS:5358,opp_accel_mult,u16,simulation,,
global,DS:535A,opp_min_gap,u16,simulation,,
global,DS:535C,opp_curve_factor,u16,simulation,,
global,DS:535E,opp_lat_rate,u16,simulation,,
global,DS:5360,opp_unused_5360,u16,simulation,,
global,DS:5362,cop_accel_mult,u16,simulation,,
global,DS:5364,cop_min_gap,u16,simulation,,
global,DS:5366,cop_curve_factor,u16,simulation,,
global,DS:5368,cop_lat_rate,u16,simulation,,
global,DS:536A,cop_unused_536a,u16,simulation,,
global,DS:536C,crashes,s16,game_flow,,stage crash count
global,DS:536E,engines_blown,s16,game_flow,,stage count
global,DS:5370,tickets,s16,game_flow,,speeding tickets
global,DS:5372,opp_time,s16,game_flow,,opponent stage time 0.1 s | tenths of a second
global,DS:5374,player_dist,s16,game_flow,result_dist_player,stage distance 1/420 mile | game_flow
global,DS:5376,opp_dist,s16,game_flow,result_dist_opp,opponent distance | game_flow
global,DS:5378,finish_letters,u16 quads,scene_render,,"FINISH line segments, -1 terminated"
global,DS:5420,plane_seg,u16[4],scene_render,,
global,DS:5428,colour_plane_tables,u8[4x16],scene_render,,
global,DS:5468,mask_from_bit,u8[16],scene_render,,
global,DS:5488,pixel_mask,u8[8],scene_render,,
global,DS:5490,run_state,i8,simulation,drive_result,see simulation.md 4.20
global,DS:5491,start_flags,u8,scene_render,region_flags,
global,DS:5494,stream_noise_short,bytes,platform,SND_BUMP,slot 0x58 x11 (22 ticks) | song data
global,DS:549F,stream_noise_long,bytes,platform,SND_CRASH crash_sound_data,slot 0x58 x51 (102 ticks) | song data
global,DS:54AA,SIN_DEG,u16[91],simulation,,sin*256
global,DS:5560,tan256,s16[128],scene_render,TAN_DEG,tan(deg)*256 | tan*256
global,DS:5616,opp_bin,u8[0x20],game_flow,opp_accel,<opp>O.BIN | <CAR>O.BIN
global,DS:5636,POLICE_ACCEL,u16[16],simulation,,same values as F40O.BIN
global,DS:5656,protect_sabotage,u8,game_flow,protection_failed,0x63 failed / 0 passed; port sets 0 | 0x63 until the disk check passes
global,DS:5657,protect_drive,u8,game_flow,,drive for protection check
global,DS:585A,font8_glyphs,u8[108*8],platform,,built-in font 0x20-0x8B
global,DS:5BC2,font8_table,u16[220],platform,,near glyph pointers
global,DS:5D7A,s_file_error1,char[],platform,,%s FILE ERROR (5e1c/5e8a)
global,DS:5D88,g_find_path,char[100],platform,,find_first/next result path
global,DS:5DEC,g_find_name_ptr,near ptr,platform,,name position inside DS:5D88
global,DS:5DEE,g_dta,u8[43],platform,,DOS DTA for find_first/next (name at DS:5E0C)
global,DS:5E6E,herc_mode,u8,platform,,1 after herc_init
global,DS:5E70,herc_crtc_gfx,u8[12],platform,,38 28 2D 0A 7F 06 64 70 02 02 06 07
global,DS:5E7C,herc_crtc_text,u8[12],platform,,61 50 52 0F 19 06 19 19 02 0D 0B 0C
global,DS:5E88,old_int8,far ptr,platform,,saved INT 8 vector
global,DS:5E8C,tick_count,u32,platform,,ticks since install; stops while paused
global,DS:5E90,slow_count,u32,platform,,+1 every 5 ticks (20 Hz)
global,DS:5E94,chain_countdown_on,u8,platform,,BIOS chain budget active
global,DS:5E95,chain_enable,u8,platform,,call BIOS INT 8 each chain period
global,DS:5E96,chain_budget,s16,platform,,BIOS calls left (100)
global,DS:5E98,chain_reload,s16,platform,,ticks per chain period (5)
global,DS:5E9A,chain_count,s16,platform,,countdown to chain period
global,DS:5E9C,prof_index,u16,platform,,always 0
global,DS:5E9E,prof_counts,u16[40],platform,,tick counters by prof_index; never read
global,DS:5EEE,sfx_seg,u16,platform,,current stream segment (0 = none)
global,DS:5EF0,sfx_off,u16,platform,,current stream offset
global,DS:5EF2,sfx_loop_seg,u16,platform,,loop stream segment
global,DS:5EF4,sfx_loop_off,u16,platform,,loop stream offset
global,DS:5EF6,sfx_note_left,u16,platform,,ticks left of event
global,DS:5EF8,sfx_note_cut,u16,platform,,cut point (0 legato)
global,DS:5EFA,sfx_shift,u8,platform,,articulation shift (initial 3)
global,DS:5EFB,snd_enable,u8,platform,,bit0 sound bit1 music (initial 3)
global,DS:5EFC,snd_busy,u8,platform,,one-shot active / song playing (shared)
global,DS:5EFD,sfx_loop_set,u8,platform,,loop stream set
global,DS:5EFE,timer_paused,u8,platform,,ISR skips counters/routines; speaker off
global,DS:5F00,sfx_loop_cnt,s16[3],platform,,loop counters
global,DS:5F06,sfx_loop_start,u16[3],platform,,loop body starts
global,DS:5F0C,sfx_loop_end,u16[3],platform,,loop end marker offsets
global,DS:5F12,timer_routines,farptr[6],platform,,5 routines + terminator
global,DS:5F2E,sfx_div,u16[93],platform,,stream note divisors; slots 0x55-0x58 live
global,DS:5FD8,tone_engine,u16,simulation,,sound slot
global,DS:5FDA,tone_effect,u16,simulation,,sound slot
global,DS:5FDC,tone_slot3,u16,simulation,,sound slot (0xFFFF)
global,DS:5FDE,tone_rumble,u16,simulation,,sound slot
global,DS:6048,hotkey_table,u16[128],platform,,Ctrl/ASCII key handlers (seg 06c9)
global,DS:6148,key_handlers_ext,u16[133],platform,,extended key handlers by scan code
global,DS:6252,hotkey_busy,u8,platform,,re-entrancy guard
global,DS:6254,joy_menu_keys,u16[16],platform,,joystick bits -> menu key codes
global,DS:6274,joy_menu_last,u16,platform,,edge detect
global,DS:627C,joy_x,u16,platform,,raw count
global,DS:627E,joy_y,u16,platform,,raw count
global,DS:6280,joy_port_pre,u8,platform,,port 201h pre-sample
global,DS:6281,joy_result,u8,platform,,result bits
global,DS:6282,joy_xmin,s16,platform,,init 0x50
global,DS:6284,joy_xmax,s16,platform,,init 0
global,DS:6286,joy_xover_min,s16,platform,,spike filter
global,DS:6288,joy_xover_cnt,u16,platform,,spike filter (init 0)
global,DS:628A,joy_xlo,s16,platform,,25% threshold
global,DS:628C,joy_xhi,s16,platform,,75% threshold
global,DS:628E,joy_ymin,u16,platform,,init 0x50
global,DS:6290,joy_ymax,s16,platform,,init 0
global,DS:6292,joy_yover_min,s16,platform,,spike filter
global,DS:6294,joy_yover_cnt,u16,platform,,spike filter (init 0)
global,DS:6296,joy_ylo,u16,platform,,25% threshold
global,DS:6298,joy_yhi,u16,platform,,75% threshold
global,DS:629A,joy_xscale,u16,platform,,0x4000/range; unused
global,DS:629C,joy_yscale,u16,platform,,0x4000/range; unused
global,DS:629E,joy_dir_map,u8[16],platform,DIR_FROM_BITS,bits -> direction 0..8 | platform table
global,DS:62AE,old_int9,far ptr,platform,,saved vector
global,DS:62B2,old_int16,far ptr,platform,,saved vector
global,DS:62B6,kbd_last_key,u16,platform,,one-key buffer
global,DS:62B8,kbd_last_scan,u16,platform,,never read
global,DS:62BA,key_down,u8[0x5A],platform,,held state by XT scan code
global,DS:6314,kbd_xlat_normal,u8[0x5B],platform,,scan -> ASCII or 0x80|ext
global,DS:636F,kbd_xlat_shift,u8[0x5B],platform,,
global,DS:63CA,kbd_xlat_caps,u8[0x5B],platform,,Caps Lock key held
global,DS:6425,kbd_xlat_ctrl,u8[0x5B],platform,,
global,DS:6480,kbd_xlat_alt,u8[0x5B],platform,,
global,DS:64DC,getkey_fn,far ptr,platform,,current getkey (06c9:65c5)
global,DS:64E0,s_file_error2,char[],platform,,%s FILE ERROR\r (6aa2)
global,DS:6503,s_bad_pack,char[],platform,,%s INVALID PACK TYPE\r
global,DS:651A,s_locateshape,char[],platform,,locateshape - %-4.4s SHAPE OR SOUND NOT FOUND\r
global,DS:654A,s_reserve_oom,char[],platform,,reservememory - OUT OF MEMORY LOADING %s\r
global,DS:6574,s_reserve_oob,char[],platform,,reservememory - OUT OF MEMORY BLOCKS LOADING %s\r
global,DS:65A5,s_block_not_found,char[],platform,,memory manager - BLOCK NOT FOUND at SEG= %x\r
global,DS:65D2,mus_start,u8,platform,,start request
global,DS:65D3,mus_tempo,u16,platform,,ticks per length unit (low byte used; initial 0x14)
global,DS:65D5,mus_transpose_base,u16,platform,,always 0
global,DS:65D9,mus_transpose,u16,platform,,pattern transpose
global,DS:65E1,mus_on_left,u16,platform,,tone ticks left
global,DS:65E5,mus_off_left,u16,platform,,silent ticks left
global,DS:65E9,mus_pat,u16,platform,,next pattern event offset
global,DS:65ED,mus_list,u16,platform,,next pattern-list entry offset
global,DS:65EF,mus_list2,u16,platform,,song entry word 2 (unused)
global,DS:65F1,mus_list_loop,u16,platform,,song first list entry (FF target)
global,DS:65F3,mus_list2_loop,u16,platform,,unused copy
global,DS:65F5,mus_seg,u16,platform,,SONGS.BIN segment
global,DS:65F7,mus_voices,far ptr (seg; off),platform,,VOICES.BIN (segment word first)
global,DS:65FB,mus_note,u16,platform,,note index incl. transpose
global,DS:65FD,mus_div,u16,platform,,base divisor
global,DS:65FF,mus_arp_cnt,u16,platform,,arpeggio countdown
global,DS:6601,mus_arp_idx,u16,platform,,arpeggio step
global,DS:6603,mus_vib_cnt,u16,platform,,vibrato countdown
global,DS:6605,mus_vib_dir,s8,platform,,vibrato direction
global,DS:6607,mus_vib_ofs,s16,platform,,vibrato divisor offset
global,DS:6609,mus_voice,u8[28],platform,,current voice record
global,DS:663B,mus_div_table,u16[85],platform,,music note divisors
global,DS:66E6,rand8_idx,u16,platform,,rand8 index
global,DS:66E8,rand8_tab,u8[256],platform,,rand8 table
global,DS:6808,s_file_error3,char[],platform,,%s FILE ERROR\r (7866)
global,DS:6818,deadline,u32,platform,,tick deadline
global,DS:681C,lap_start,u32,platform,,ticks_lap reference
global,DS:6820,text_fg,u16,platform,,default 3
global,DS:6822,text_bg,u16,platform,,default 0
global,DS:6824,text_margin_x,u16,platform,,x after newline
global,DS:6826,text_x,u16,platform,,pen x
global,DS:6828,text_y,u16,platform,,pen y
global,DS:682C,text_glyph_h,u16,platform,,8
global,DS:682E,text_font,far ptr,platform,,DS:5BC2 (segment ignored)
global,DS:6832,text_adv_x,u16,platform,,8
global,DS:6834,text_adv_y,u16,platform,,8
global,DS:6836,text_enabled,u16,platform,,must be 1
global,DS:6838,fill_left_mask,u8[8],platform,,FF 7F 3F 1F 0F 07 03 01
global,DS:6840,fill_right_mask,u8[8],platform,,80 C0 E0 F0 F8 FC FE FF
global,DS:6848,pal_game,u8[17],platform,,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 00
global,DS:685A,str_exit_to_dos,char[],platform,,EXIT TO DOS (Y/N)
global,DS:686C,str_pause,char[],platform,,PAUSE - PRESS ANY KEY TO RESUME
global,DS:688C,s_ext_pes,char[],platform,,.PES
global,DS:6891,s_ext_esh,char[],platform,,.ESH
global,DS:6897,s_pes_cmp,char[],platform,,.PES (stricmp in load_shapes)
global,DS:689C,s_unflip,char[],platform,,UNFLIP block name
global,DS:68A4,g_shape_ext,near ptr[3],platform,,"{.PES .ESH """"}"
global,DS:68AA,s_pes_cmp2,char[],platform,,.PES (shapes_paras)
global,DS:68B0,s_window,char[],platform,,WINDOW block name (gfx_create_buffer)
global,DS:68CE,plot_bit_tab,u8[8],platform,,80 40 20 10 08 04 02 01
global,DS:68D6,slow_deadline,u32,platform,,slow-tick deadline
global,DS:68DA,g_heap_top,u16,platform,,heap end segment; 0 = not initialised
global,DS:68DC,g_heap_base,u16,platform,,heap start segment
global,DS:68DE,g_mem_cs,u16,platform,,CS saved by mem_init (unused)
global,DS:68E0,g_mem_ds,u16,platform,,DS saved by mem_init (unused)
global,DS:68E2,g_mem_rec,MemRec[50],platform,,memory records {name[12] paras seg flags}; [0] bottom sentinel; [49]=DS:6C54 top sentinel
global,DS:6C66,g_mem_first,near ptr,platform,,=DS:68E2
global,DS:6C68,g_mem_low,near ptr,platform,,top record of in-use low stack
global,DS:6C6A,g_mem_cache,near ptr,platform,,first record of cache region
global,DS:6C6C,g_mem_last,near ptr,platform,,=DS:6C54
global,DS:6CFC,joy_enabled,u8,platform,,1 joystick 0 keyboard
global,DS:6CFE,joy_calibrated,u16,platform,,bit0 tested by joy_read
global,DS:6D00,calib_sq_x,u16[9],platform,,calibration squares x
global,DS:6D12,calib_sq_y,u16[9],platform,,calibration squares y
global,DS:82B8,gfx_cseg,u16,platform,,0x06C9 for CS:AFxx reads
global,DS:83C8,ss_ticks,s16,game_flow,,showroom tick counter
global,DS:83CA,ss_frame_ticks,s16,game_flow,,.SS ticks per frame
global,DS:83CC,ss_frame,s16,game_flow,,current window frame
global,DS:83CE,ss_frames,s16,game_flow,,.SS frame count
global,DS:83D0,menu_prev_sel,s16,game_flow,,menu redraw trigger
global,DS:83D2,results_y,s16,game_flow,,results text cursor y
global,DS:8420,total_score,s32,game_flow,,game score
global,DS:8424,lives,s16,game_flow,,5 at start; +1 per gas station
global,DS:8426,first_hd_drive,s16,game_flow,,floppy count + 1
global,DS:8428,player_car_code,char[],game_flow,,car code
global,DS:842E,scn_font,far ptr,platform,,<scn>.FNT | loaded <SCN>.FNT (segment DS:8430 used)
global,DS:8430,fnt_segment,u16,scene_render,,
global,DS:8432,diff_c,s16,game_flow,traffic_speed,90..180 from difficulty
global,DS:8434,opp_total_score,s32,game_flow,,
global,DS:8438,avg_speed,s32,game_flow,,player stage mph
global,DS:843C,ncars_main,s16,game_flow,,car count before extra car disks
global,DS:843E,game_mode,s16,game_flow,opponent_option,0 clock / 1 duel
global,DS:8640,songs,far,game_flow,songs_ptr,songs.bin | SONGS.BIN
global,DS:8644,disk_path,char[],game_flow,,drive + name from ensure_disk
global,DS:8658,out_of_gas,s16,game_flow,out_of_gas_count,count
global,DS:865A,stage,s16,game_flow,,0-based stage index
global,DS:865C,scenery_table,32-byte records x31,game_flow,,SCENES.DAT records
global,DS:8A1C,drive_of_type,s16[5],game_flow,,drive per disk type (8A1E/8A20/8A22 from select.dat)
global,DS:8A76,scn_car1_arc,far,game_flow,,<scn>CAR1
global,DS:8A7A,ncars,s16,game_flow,,
global,DS:8A7C,scn_car2_arc,far,game_flow,,<scn>CAR2
global,DS:8A80,scn_disk,s16,game_flow,,disk type of scenery
global,DS:8A82,car_disk,s16,game_flow,,disk type of player car
global,DS:8A84,scn_car3_arc,far,game_flow,,<scn>CAR3
global,DS:8A88,g_edit_x,s16,platform,,text editor x
global,DS:8A8A,g_edit_y,s16,platform,,text editor y
global,DS:8A8C,data_disk,s16,game_flow,,disk type holding game data
global,DS:8A8E,road_arc,far,game_flow,,ROAD
global,DS:8A92,dash_arc,far,game_flow,,<car>DASH
global,DS:8A96,cop_arc,far,game_flow,,COP
global,DS:8A9A,demo_mode,u16,simulation,attract,demo mode | 1 = demo
global,DS:8A9C,g_edit_pos,s16,platform,,text editor cursor index
global,DS:8C9E,start_drive,s16,game_flow,,
global,DS:8CA0,g_edit_cursor_h,s16,platform,,cursor height 1 or 8 (insert)
global,DS:8CA2,page_buf_desc,far ptr,platform,page,320x200 offscreen page | 320x200x4 page buffer (game_flow)
global,DS:8CF6,opp_total_time,s16,game_flow,,
global,DS:8CF8,penalties,s16,game_flow,,crashes+engines+out_of_gas
global,DS:8CFA,scn_idx,s16,game_flow,,
global,DS:8CFC,boot_disk_type,s16,game_flow,,
global,DS:8CFE,opp_idx,s16,game_flow,,
global,DS:8D00,gameopt_spr,far[9],game_flow,,cloc comp ycar ocar scen inst txt0 txt1 arrw
global,DS:8D24,car_table,30-byte records x31,game_flow,,CARS.DAT records
global,DS:90A8,diff_easy,s16,game_flow,auto_trans,difficulty < 4 and not attract
global,DS:90AA,nscenes,s16,game_flow,,
global,DS:90AC,opp_stage_score,s32,game_flow,,
global,DS:90B0,opp_car_code,char[],game_flow,,
global,DS:90B6,catalog_dirty,s16,game_flow,,
global,DS:90B8,hisc_block,u8[0x154],game_flow,,hisc.dat image (top 6 table at +0)
global,DS:9154,best_time,s16[10],game_flow,,hisc block +0x9C
global,DS:9168,best_avg,s32[10],game_flow,,hisc block +0xB0
global,DS:9190,best_score,s32[10],game_flow,,hisc block +0xD8
global,DS:91B8,best_cum_time,s32[10],game_flow,,hisc block +0x100
global,DS:91E0,best_cum_score,s32[10],game_flow,,hisc block +0x128
global,DS:9208,hisc_checksum,u32,game_flow,,hisc block +0x150
global,DS:920C,diff_b,s16,game_flow,traffic_keep,127..255 from difficulty
global,DS:920E,g_edit_cursor_on,s16,platform,,cursor blink state
global,DS:9210,total_time,s16,game_flow,,0.1 s
global,DS:9212,scn_code,char[],game_flow,,scenery code
global,DS:9218,player_name,char[16],game_flow,,name entry buffer
global,DS:9228,opp_road_arc,far,game_flow,,<opp>ROAD
global,DS:922C,num_drives,s16,game_flow,,
global,DS:922E,diff_score_pct,s16,game_flow,,33..100
global,DS:9258,outran_police,u8,game_flow,escaped,set by 06c9:5844; triggers police ending
global,DS:925C,stage_score,s32,game_flow,,
global,DS:9260,scenery_arc,far,game_flow,,archive named in stage DAT
global,DS:9264,opp_disk,s16,game_flow,,
global,DS:9266,car_idx,s16,game_flow,,
global,DS:940C,scn_signs,far ptr,platform,sgn_ptr stage_sgn,<scn><n>.SGN | loaded <SCN><n>.SGN (segment DS:940E used)
global,DS:940E,sgn_segment,u16,scene_render,,
global,DS:9410,last_stage,s16,game_flow,,
global,DS:9412,opp_avg_speed,s32,game_flow,,
global,DS:9416,diskid_buf,char[],game_flow,,
global,DS:942A,voices,far,game_flow,voices_ptr,voices.bin | VOICES.BIN
global,DS:942E,stage_time,s16,game_flow,clock_seconds time_seconds,0.1 s
